Region,Institution Name,Institutional Type,Province,Municipality_City,Website Address,Fax_Telephone No.
13 - Nat. Capital Region,Technological University of the Philippines-Manila,SUC Main,"City of Manila, First District",Ermita,www.tup.edu.ph,(02) 301-3001; (02) 521-4063; (02) 523-2293
13 - Nat. Capital Region,UBIX Institute of Technologies,Private HEIs,Fourth District,Muntinlupa City,www.facilitiesmanagementcollege.com,(02) 850-1645; (02) 850-1517; (02) 807-0322
13 - Nat. Capital Region,Philippine Cultural College,Private HEIs,Second District,Quezon City,www.philippineculturalcollege.edu.ph,(02) 241-5522 local 8104; (02) 254-0814; (02) 241-5522 local 8101
13 - Nat. Capital Region,Our Lady of Lourdes Technological College,Private HEIs,Second District,Quezon City,,(02) 508-5176
13 - Nat. Capital Region,St. Dominic Institute,Private HEIs,Second District,Quezon City,www.sdi.edu.ph,(02) 418-4284; (02) 461-7051
13 - Nat. Capital Region,Far Eastern University-Makati,Private HEIs,Fourth District,Makati City,www.feu.edu.ph,(02) 836-9870; (02) 836-2033; (02) 817-8800
13 - Nat. Capital Region,West Bay College,Private HEIs,Fourth District,Muntinlupa City,www.wbc.edu.ph,(02) 850-2958; (02) 850-3027; (02) 850-3029
13 - Nat. Capital Region,Asian Institute of Computer Studies-Quezon City,Private HEIs,Second District,Quezon City,www.aics.edu.ph,(02) 952-0308; (02) 430-4651; (02) 430-0040
13 - Nat. Capital Region,ACLC College of Taguig,Private HEIs,Fourth District,Taguig City,,(02) 556-1104
12 - Soccsksargen,Santo Niño College Foundation,Private HEIs,,,,
12 - Soccsksargen,Read Data Access Computer College,Private HEIs,North Cotabato,Kidapawan City,,(064) 577-3044
12 - Soccsksargen,Mindanao State University-General Santos,SUC Satellite,South Cotabato,General Santos City,www.msugensan.edu.ph,(083) 302-9616; (083) 302-9617; 0917-5081960
12 - Soccsksargen,Notre Dame of Marbel University,Private HEIs,South Cotabato,Koronadal City,http://www.ndmu.edu.ph,(083) 228-2218; (083) 228-2819; (083) 228-3979
12 - Soccsksargen,Ramon Magsaysay Memorial Colleges,Private HEIs,South Cotabato,General Santos City,www.rmmc.educ.ph,(083) 552-3264; (083) 301-1927
12 - Soccsksargen,King's College of Marbel,Private HEIs,South Cotabato,Koronadal City,,(083) 228-1922
12 - Soccsksargen,Schola de San Jose,Private HEIs,South Cotabato,Polomolok,,(083) 225-2653
12 - Soccsksargen,Goldenstate College of Maasim,Private HEIs,Sarangani,,,
12 - Soccsksargen,Marbel School of Science and Technology,Private HEIs,South Cotabato,Koronadal City,,(083) 228-3147; (083) 520-1647
12 - Soccsksargen,Central Mindanao Colleges,Private HEIs,North Cotabato,Kidapawan City,,(064) 577-1708; (064) 577-5038
12 - Soccsksargen,New Era University-General Santos City,Private HEIs,South Cotabato,General Santos City,,(083) 887-7039
12 - Soccsksargen,Glan Institute of Technology,LUCs,Sarangani,Glan,,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology,SUC Main,North Cotabato,Arakan,www.cfcst.edu.ph,(064) 577-1343
12 - Soccsksargen,Regency Polytechnic College,Private HEIs,South Cotabato,Koronadal City,regencypolytechniccollege.com.ph,(083) 228-1994
12 - Soccsksargen,Makilala Institute of Science and Technology,LUCs,North Cotabato,Makilala,,(064) 268-2132; (064) 268-2130
12 - Soccsksargen,West Celebes College of Technology,Private HEIs,Sultan Kudarat,Lebak,,(064) 205-3623
12 - Soccsksargen,Cotabato Medical Foundation College,Private HEIs,North Cotabato,Midsayap,,(064) 229-8207; (064) 229-9277; (064) 229-8426
12 - Soccsksargen,King's College of Isulan,Private HEIs,Sultan Kudarat,Isulan,kings-isulan.org,(064) 201-3386; (064) 201-3389; 0917-7008187
12 - Soccsksargen,Kulaman Academy,Private HEIs,Sultan Kudarat,Sen. Ninoy Aquino,,(064) 562-0326
12 - Soccsksargen,University of Southern Mindanao-Kidapawan City Campus,SUC Satellite,North Cotabato,Kidapawan City,http//www.usm.edu.ph/usmkcc,(064) 288-1624; (064) 577-1536
12 - Soccsksargen,Southpoint College of Arts and Technology,Private HEIs,South Cotabato,General Santos City,,(083) 552-1991
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Katipunan Campus,SUC Satellite,South Cotabato,Sto. Nino,,
12 - Soccsksargen,Lebak Family Doctors' School of Midwifery,Private HEIs,Sultan Kudarat,Lebak,,(064) 205-3251
12 - Soccsksargen,Sultan Kudarat State University-Palimbang,SUC Satellite,Sultan Kudarat,Palimbang,www.sksu.edu.ph,0926-5115638
12 - Soccsksargen,Cronasia Foundation College,Private HEIs,South Cotabato,General Santos City,,(083) 554-6323
12 - Soccsksargen,Notre Dame of Salaman College,Private HEIs,Sultan Kudarat,Lebak,,(064) 205-3041
12 - Soccsksargen,Quezon Colleges of Southern Philippines,Private HEIs,Sultan Kudarat,Tacurong City,,(064) 562-0219
12 - Soccsksargen,Marbel Institute of Technical College,Private HEIs,South Cotabato,Koronadal City,,(083) 228-2816; (083) 887-7941
12 - Soccsksargen,Gensantos Foundation College,Private HEIs,South Cotabato,General Santos City,,(083) 554-6285; (083) 552-3008
12 - Soccsksargen,Southern Philippines Methodist College,Private HEIs,North Cotabato,Kidapawan City,www.spmci.edu.ph,(064) 577-4297
12 - Soccsksargen,Holy Child College of Information Technology,Private HEIs,South Cotabato,Surallah,www.hccitinc.edu.ph,(083) 238-3036; (083) 878-1066
12 - Soccsksargen,Sultan Kudarat State University,SUC Main,Sultan Kudarat,Tacurong City,www.sksu.edu.ph,(064) 200-7336; 0917-7770754
12 - Soccsksargen,Sultan Kudarat State University-Lutayan,SUC Satellite,Sultan Kudarat,Lutayan,www.sksu.edu.ph,0930-974-5740
12 - Soccsksargen,Goodwill Colleges of North Eastern Philippines,Private HEIs,,,,
12 - Soccsksargen,Goldenstate College of Malungon,Private HEIs,South Cotabato,,,
12 - Soccsksargen,Goldenstate College of Kiamba,Private HEIs,South Cotabato,,,
12 - Soccsksargen,Sultan Kudarat State University-Isulan,SUC Satellite,Sultan Kudarat,Isulan,www.sksu.edu.ph,0929-3371804
12 - Soccsksargen,Southern Philippine Technical College of Koronadal,Private HEIs,South Cotabato,Koronadal City,,
12 - Soccsksargen,Sultan Kudarat State University-Tacurong,SUC Satellite,Sultan Kudarat,Tacurong City,www.sksu.edu.ph,0927-5847194
12 - Soccsksargen,Primasia Foundation College,Private HEIs,Sarangani,Poblacion Alabel,,
12 - Soccsksargen,Green Valley College Foundation - Isulan Campus,Private HEIs,Sultan Kudarat,Isulan,college.greenvalley@yahoo.com,(064) 201-4993
12 - Soccsksargen,Villamor College of Business and Arts,Private HEIs,South Cotabato,General Santos City,www.villamorcollege.ph,(083) 553-0006; (083) 302-3187; (083) 552-7895
12 - Soccsksargen,North Point College of Arts and Technology,Private HEIs,North Cotabato,Kidapawan City,,(064) 577-3206
12 - Soccsksargen,Ramon Magsaysay Memorial College - Marbel,Private HEIs,South Cotabato,Koronadal City,,(083) 228-2880; (083) 228-6392
12 - Soccsksargen,South East Asian Institute of Technology,Private HEIs,South Cotabato,Tupi,,(083) 226-1203
12 - Soccsksargen,Marvelous College of Technology,Private HEIs,South Cotabato,Koronadal City,,(083) 228-8756
12 - Soccsksargen,STI College Tacurong,Private HEIs,Sultan Kudarat,Tacurong City,,(064) 477-0332; (064) 200-4628
12 - Soccsksargen,Korbel Foundation College,Private HEIs,South Cotabato,Koronadal City,,(83) 877-2051
12 - Soccsksargen,Stratford International School,Private HEIs,South Cotabato,General Santos City,www.stratford.edu.ph,(083) 554-1615
12 - Soccsksargen,Asian Colleges and Technological Institute,Private HEIs,North Cotabato,Kabacan,,0950-1451430; 0999-7763700
12 - Soccsksargen,VMC Asian College Foundation,Private HEIs,Sultan Kudarat,Tacurong City,,(064) 200-6466; (064) 477-0354
12 - Soccsksargen,Brokenshire College SOCSKSARGEN,Private HEIs,South Cotabato,General Santos City,,(083) 301-4202
12 - Soccsksargen,Notre Dame-Siena College of Polomolok,Private HEIs,South Cotabato,Polomolok,www.ndscp.edu,(083) 500-8414
12 - Soccsksargen,Goldenstate College,Private HEIs,South Cotabato,General Santos City,www.goldenstate.edu.ph,(083) 552-5544
12 - Soccsksargen,University of Southern Mindanao-Main,SUC Main,North Cotabato,Kabacan,www.usm.edu.ph,(064) 248-2138; (064) 454-0175
12 - Soccsksargen,Sultan Kudarat State University-Bagumbayan,SUC Satellite,Sultan Kudarat,Bagumbayan,www.sksu.edu.ph,0917-3097779
12 - Soccsksargen,Sultan Kudarat State University-Kalamansig,SUC Satellite,Sultan Kudarat,Kalamansig,www.sksu.edu.ph,0918-2132340
12 - Soccsksargen,Sultan Kudarat Educational Institution,Private HEIs,Sultan Kudarat,Tacurong City,www.skei-tacurong.net,(064) 200-3012; (064) 477-0050
12 - Soccsksargen,Southern Mindanao Institute of Technology,Private HEIs,Sultan Kudarat,Tacurong City,www.smit.educ.gov.ph.com,(064) 200-3549
12 - Soccsksargen,Southern Baptist College,Private HEIs,North Cotabato,Mlang,,(064) 572-4020
12 - Soccsksargen,Notre Dame of Tacurong College,Private HEIs,Sultan Kudarat,Tacurong City,www.ndtc.edu.ph,(064) 200-3364; (064) 200-6182; (064) 200-4131; (064) 200-3631
12 - Soccsksargen,Notre Dame of Midsayap College,Private HEIs,North Cotabato,Midsayap,http/www.ndmc.edu.ph,(064) 521-9878
12 - Soccsksargen,Notre Dame of Kidapawan College,Private HEIs,North Cotabato,Kidapawan City,http:/www.ndkc.edu.ph,(064) 577-1673 loc 135; (064) 577-5235
12 - Soccsksargen,Colegio de Kidapawan,Private HEIs,North Cotabato,Kidapawan City,http://www.cdk.edu.ph,(064) 577-1340
12 - Soccsksargen,Dr. Domingo B. Tamondong Memorial Hospital and College Foundation,Private HEIs,Sultan Kudarat,Esperanza,,0915-7784566
12 - Soccsksargen,AMA Computer College-General Santos City,Private HEIs,South Cotabato,General Santos City,www.amaes.edu.ph,(083) 552-8100; (083) 301-2719
12 - Soccsksargen,STI College General Santos,Private HEIs,South Cotabato,General Santos City,,(083) 552-8517; (083) 552-8518
12 - Soccsksargen,Santa Cruz Mission School,Private HEIs,South Cotabato,Lake Sebu,www.scmsi-lakesebu.com,(083) 228-2313; 0906-6091738
12 - Soccsksargen,Notre Dame of Dadiangas University,Private HEIs,South Cotabato,General Santos City,www.nddu.edu.ph,(083) 552-4351; (083) 552-4444; (083) 552-3385; (083) 552-5196
12 - Soccsksargen,Holy Trinity College of General Santos City,Private HEIs,South Cotabato,General Santos City,www.htcgsc.edu.ph,(083) 552-3905; (083) 552-5578 local 122
12 - Soccsksargen,St. Alexius College,Private HEIs,South Cotabato,Koronadal City,,(083) 228-2019; (083) 228-4015
12 - Soccsksargen,Senator Ninoy Aquino College Foundation,Private HEIs,Sultan Kudarat,Sen. Ninoy Aquino,,
12 - Soccsksargen,Edenton Mission College,Private HEIs,Sarangani,Maitum,,
12 - Soccsksargen,Mindanao Polytechnic College,Private HEIs,South Cotabato,General Santos City,www.mpcgensan.edu.ph,(083) 554-0592; (083) 553-4992
12 - Soccsksargen,Green Valley College Foundation,Private HEIs,South Cotabato,Koronadal City,www.greenvalleycollege.com,(083) 228-9722; (083) 228-4034
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Antipas Campus,SUC Satellite,North Cotabato,Antipas,,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Pikit Campus,SUC Satellite,North Cotabato,Pikit,,
12 - Soccsksargen,St. Luke's Institute,Private HEIs,North Cotabato,Kabacan,,(064) 572-1130
12 - Soccsksargen,Central Mindanao Computer School,Private HEIs,North Cotabato,Mlang,,(064) 572-0319
12 - Soccsksargen,North Valley College Foundation,Private HEIs,North Cotabato,Kidapawan City,,(064) 572-6381
12 - Soccsksargen,Southern Christian College,Private HEIs,North Cotabato,Midsayap,www.southernchristiancollege.edu.ph,(064) 229-9115; (064) 229-8323; (064) 229-9323
12 - Soccsksargen,General Santos Doctors' Medical School Foundation,Private HEIs,South Cotabato,General Santos City,,(083) 552-7877; (083) 302-3507; (083) 552-9793
12 - Soccsksargen,ACLC College-Gereneral Santos City,Private HEIs,South Cotabato,General Santos City,www.aclcgensan.net,(083) 552-1311
12 - Soccsksargen,B.E.S.T. College of Polomolok,Private HEIs,South Cotabato,Polomolok,www.bestcollegeph.com,(083) 500-2258
12 - Soccsksargen,Joji Ilagan International School of Hotel & Tourism Management,Private HEIs,South Cotabato,General Santos City,www.jibinternationalschool.com,(083) 554-8498
12 - Soccsksargen,Adventist College of Technology,Private HEIs,South Cotabato,Tupi,,
12 - Soccsksargen,International Cruise Ship College,Private HEIs,South Cotabato,Koronadal City,,(083) 228-4041; (083) 228-4042
12 - Soccsksargen,General Santos Academy,Private HEIs,South Cotabato,Polomolok,,(083) 500-2593
12 - Soccsksargen,MMG College of General Santos City,Private HEIs,South Cotabato,General Santos City,mmgschool-gensan.com,(083) 302-0596
12 - Soccsksargen,Goldenstate College of Koronadal City,Private HEIs,South Cotabato,Koronadal City,www.goldenstate.edu.ph,(083) 228-8593
12 - Soccsksargen,Kidapawan Doctors College,Private HEIs,North Cotabato,Kidapawan City,www.kdci.edu.ph,(064) 577-3830
12 - Soccsksargen,Saint Albert Polytechnic College,Private HEIs,Sultan Kudarat,Tacurong City,,(064) 562-3587
12 - Soccsksargen,Filipino Canadian Community College Foundation,Private HEIs,South Cotabato,General Santos City,www.FilCanCollege.com,(083) 301-8568;  (083) 552-5516
12 - Soccsksargen,Salaman Intitute,Private HEIs,Sultan Kudarat,Lebak,,
12 - Soccsksargen,Gensan College of Technology,Private HEIs,South Cotabato,General Santos City (Dadiangas),www.facebook.com/pages/Gensan-College-of-Technology/492069124145560?ref=hl,(083) 301-8274
12 - Soccsksargen,i-Link College of Science and Technology,Private HEIs,North Cotabato,Midsayap,,(064) 229-8045; (064) 229-5465
12 - Soccsksargen,New Brighton School of the Philippines,Private HEIs,South Cotabato,,,
12 - Soccsksargen,VMC Asian College of President Quirino,Private HEIs,,,,
12 - Soccsksargen,King Solomon Institute,Private HEIs,,,,
12 - Soccsksargen,South Cotabato State College,SUC Main,South Cotabato,Surallah,,
12 - Soccsksargen,STI College Koronadal,Private HEIs,South Cotabato,Koronadal City,www.sti.edu,(083) 228-5989 to 90; (083) 228-6805
12 - Soccsksargen,Pacific Southbay College,Private HEIs,South Cotabato,,,
12 - Soccsksargen,ACLC College of Marbel,Private HEIs,South Cotabato,Koronadal City,,(083) 228-4823; (083) 228-4824
11 - Davao Region,St. Thomas More School of Law and Business,Private HEIs,Davao del Norte,Tagum City,http://stms.edu.ph,(084) 216-3866; 0917-7172547; 0917-7241144
11 - Davao Region,ACQ College of Ministries,Private HEIs,Davao del Sur,Davao City,acqcm.edu.ph,(082) 234-2866 Loc 109; (082) 234-7272
11 - Davao Region,Evangelical Mission College,Private HEIs,Davao del Sur,Davao City,,(082) 297-7298; 0915-1856211
11 - Davao Region,"Governor Generoso College of Arts, Sciences and Technology",LUCs,Davao Oriental,Gov. Generoso,www.govgen.gov.ph,(082) 440-3541
11 - Davao Region,Koinonia Theological Seminary Foundation,Private HEIs,Davao del Sur,Davao City,www.ktsfi.edu.ph,(082) 224-4933; (082) 221 -7802 local 103
11 - Davao Region,Northlink Technological College,Private HEIs,Davao del Norte,Panabo City,www.northlink.net76.net,(084) 628-8351; (084) 628-6884
11 - Davao Region,Compostela Valley State College,SUC Main,Compostela Valley,Compostela,www.cvsc.edu.ph,
11 - Davao Region,Asian International School of Aeronautics and Technology,Private HEIs,Davao del Sur,Davao City,aisat.edu.ph,(082) 295-7219; (082) 305-7992
11 - Davao Region,Institute of International Culinary and Hospitality Entrepreneurship Inc.,Private HEIs,Davao del Sur,Davao City,http://www.ichef.com.ph,(082) 305-8833; (082) 305-7788
11 - Davao Region,Joji Ilagan International Management School,Private HEIs,Davao Del Sur,Davao City,www.theinternationalmanagementschool.com,(082) 305-8833; (082) 227-5602
11 - Davao Region,Card-MRI Development Institute,Private HEIs,Davao del Norte,Tagum City,www.cardmri.com/cmdi,(084) 216-0955
11 - Davao Region,Lyceum of the Philippines-Davao,Private HEIs,Davao Del Sur,Davao City,,
11 - Davao Region,Compostela Valley State College-Montevista Branch,SUC Satellite,Compostela Valley,Montevista,www.cvsc.edu.ph,
11 - Davao Region,"Sto. Tomas College of Agriculture, Sciences and Technology",LUCs,Davao del Norte,Sto. Tomas,,
11 - Davao Region,Philippine College of Technology-Calinan Campus,Private HEIs,,,,
11 - Davao Region,Gabriel Taborin College of Davao Foundation,Private HEIs,Davao Del Sur,Davao City,www.taborin.com.ph,(082) 236-0452; (082) 236-0554
11 - Davao Region,AMA Computer College-Davao,Private HEIs,Davao Del Sur,Davao City,http://www.ama.edu.ph/,(082) 221-5193; (082) 300-3907
11 - Davao Region,Davao Doctors College,Private HEIs,Davao Del Sur,Davao City,www.davaodoctors.edu.ph,(082)222-0664; (082)222-0850
11 - Davao Region,Davao Oriental State College of Science and Technology-Cateel Extension Campus,SUC Satellite,Davao Oriental,Cateel,www.doscst.edu.ph,(087) 388-3195; (087) 388-3195
11 - Davao Region,Laak Institute Foundation,Private HEIs,Compostela Valley,Laak,,0917-1395017; 0998-5494230
11 - Davao Region,General Baptist Bible College,Private HEIs,Davao Del Sur,Davao City,,(082) 297-2949
11 - Davao Region,Liceo De Davao,Private HEIs,Davao Del Norte,Tagum City,1587,(084) 216-6102; (084) 216-4356
11 - Davao Region,Caraga Technological Institute,Private HEIs,,,,
11 - Davao Region,STI College-Tagum,Private HEIs,Davao del Norte,Tagum City,,
11 - Davao Region,Samal Island City College,LUCs,Davao Del Norte,Island Garden City of Samal,,
11 - Davao Region,Maryknoll College of Panabo,Private HEIs,Davao del Norte,Panabo City,,
11 - Davao Region,Malayan Colleges Mindanao,Private HEIs,Davao del Sur,Davao City,,
11 - Davao Region,STI College Davao,Private HEIs,Davao Del Sur,Davao City,www.sti.edu,(082) 305-2192;  (082) 222-0914;  (082) 282-1906
11 - Davao Region,Compostela Valley State College-Maragusan Branch,SUC Satellite,Compostela Valley,Maragusan,www.cvsc.edu.ph,
